Date,Production_Tons,Electricity_Consumption_MWh,Temperature_Celsius,Humidity_Percent,Downtime_Hours,Weather_Condition,Shift
2020-01-01,532.862144137676,1254.8497561054476,26.924001266420092,87.25829546298962,0.4786232440738082,Foggy,Morning
2020-01-01,520.981390196326,982.1878298202172,38.248527542815,57.919133909744815,4.944777903453685,Stormy,Evening
2020-01-01,516.7023611555059,1191.4517573033645,33.945040299425635,82.45956401763272,0.1215447107113016,Stormy,Night
2020-01-02,418.109008406313,1268.1251677406165,21.29803678715749,50.80186694896503,0.0,Sunny,Morning
2020-01-02,513.061600540948,1373.4661928534042,24.722933759087216,37.17705913545105,1.2678787352568,Sunny,Evening
2020-01-02,463.3185878131263,1234.8352791494594,34.97325399498136,75.5644050997772,0.7565624123887115,Cloudy,Night
2020-01-02,473.40650733859513,1169.4182251835666,29.704853186417875,64.39225242993422,0.4861901445732531,Foggy,Morning
2020-01-02,487.1091886329008,1237.09681630035,44.57249227918695,37.71032149899075,2.629592526560673,Sunny,Evening
2020-01-02,455.81511961767535,1325.5978674668468,38.50678520607451,44.99707690853631,3.2763006418428526,Cloudy,Night
2020-01-02,446.0504572712891,1303.0209533936666,38.256444370677,46.44745979280359,0.0,Cloudy,Morning
2020-01-02,474.0764760712698,1180.9932026622207,37.38876787738901,68.87527854089682,6.978999917384294,Foggy,Evening
2020-01-03,510.14167360605273,1301.814289777732,18.618665572852407,62.78086252990948,0.1574832871141127,Rainy,Night
2020-01-04,443.2626201231965,1141.1386150450076,32.770445648192194,41.70253265747888,0.3325509045318167,Rainy,Morning
2020-01-05,479.1714668696392,1324.1851179908515,36.78624568420901,48.63494052705067,1.407951382969211,Sunny,Evening
2020-01-05,514.687795324708,1151.462923534883,37.670664553222586,89.42863257989721,0.7029470581910069,Foggy,Night
2020-01-05,466.9910912980566,1099.5695696448424,32.36276734156143,73.46228987441219,0.3926428028988386,Sunny,Morning
2020-01-05,515.3426850008794,1340.3961360523883,29.66384517556027,78.4806569201847,1.1419243339867045,Foggy,Evening
2020-01-05,489.68865272222456,1032.358660925991,31.73636754597402,32.910343821626135,1.7627239407293962,Sunny,Night
2020-01-06,534.9775306721043,1283.8284001236182,39.13937055128934,44.1075891637697,2.043872378375766,Foggy,Morning
2020-01-06,561.0648970115528,1173.6851059311912,28.94775904345646,73.55022605132717,0.0389206034161555,Cloudy,Evening
2020-01-06,425.0281345505521,1220.532573846156,24.13973984711412,40.744295541086174,2.937446219114848,Foggy,Night
2020-01-07,473.9562517753211,1250.0086195782144,35.68750140724716,53.26996174553175,0.3062880046197475,Stormy,Morning
2020-01-07,504.3327287318065,1410.291847625659,27.25113587574763,30.74641135990193,0.0420564384273577,Cloudy,Evening
2020-01-07,483.2541564009544,1427.1753963897836,31.377529730085463,57.74864536643828,0.509537982602446,Cloudy,Night
2020-01-07,533.6285487909512,1214.7026900276962,26.25279603018113,72.74073875790411,0.1129338022011649,Rainy,Morning
2020-01-07,482.3197511432542,1272.9138386043858,28.029876854867982,64.66516985254981,0.7827470313782768,Sunny,Evening
2020-01-08,570.6131553689038,1195.7531685739136,26.95510034688937,37.9846244953876,1.2379565618824526,Stormy,Night
2020-01-08,483.9610524631727,1103.3129494119796,25.32661293929277,64.58678844780397,0.0,Sunny,Morning
2020-01-08,488.3115367014334,1158.705773037882,33.06800115627995,75.7269383985019,0.2931257884859094,Stormy,Evening
2020-01-08,468.2763215352292,1250.3925642157294,35.70242573500481,53.70960667056683,2.4009766766010108,Sunny,Night
2020-01-09,501.5836559323847,1247.9169320529445,17.281886844874258,76.01861120517356,0.3148413866029679,Foggy,Morning
2020-01-09,484.9056124866142,1181.0193680116265,27.704905312207256,79.66783224422193,1.989213228089263,Cloudy,Evening
2020-01-09,476.9054891818468,1217.994311560839,28.713954945707552,74.7905165802368,1.0921366283485912,Cloudy,Night
2020-01-09,509.05738394558216,1076.566081438067,28.89305941346404,68.07792360231947,1.417856842542544,Stormy,Morning
2020-01-09,544.0602455488953,1371.0795993055542,26.911720435637395,33.98162026863515,1.1310000002833662,Rainy,Evening
2020-01-09,409.2789697751669,1301.3697612135152,27.25837688245168,44.04926857019106,2.547854875720187,Foggy,Night
2020-01-10,574.2687917699232,1054.763522027842,30.225897308378585,32.632086577131155,0.4887699951905474,Sunny,Morning
2020-01-10,455.0879288883251,1177.0153478015466,32.69859230560606,83.095526108614,0.9465456373147444,Stormy,Evening
2020-01-10,497.44018220823625,1150.2303683332584,41.33694985112475,62.30618537403581,0.5195926893279332,Sunny,Night
2020-01-10,526.6133418973285,1282.125450478665,35.96156466625488,84.15709365141645,0.2476947755651083,Rainy,Morning
2020-01-10,513.9932164308514,1076.2180047077024,26.89478698154724,73.49993302027555,3.752684759121325,Foggy,Evening
2020-01-10,543.7334372732805,1181.7857964241489,26.7274667989395,30.91885572886932,1.4855155186205553,Stormy,Night
2020-01-10,580.6653515647047,1211.5452982444235,36.48990036140926,71.74419202452513,2.229665739950744,Foggy,Morning
2020-01-10,525.4538421085227,1186.8531356744757,32.45313311578139,68.9236147485837,0.3914124154962365,Cloudy,Evening
2020-01-10,550.0804855117394,1184.2092178935163,26.08497112325965,83.71135487577575,0.3706811211739636,Foggy,Night
2020-01-10,442.18347197119135,1398.6136962687162,41.609046203913465,79.82362778129537,0.6547535645168436,Foggy,Morning
2020-01-10,576.4124316418104,1344.3361917770533,37.76863913589367,87.59050778157732,0.5996701368826203,Stormy,Evening
2020-01-10,494.9977265835055,1272.0227010710832,40.35916850178722,49.7856577901869,3.3749692681073165,Rainy,Night
2020-01-11,565.6733918211211,1263.4766321986087,33.82766113061218,32.316966103457524,4.61083499909067,Cloudy,Morning
2020-01-11,440.1396074932323,1296.131099615187,32.578395837955725,82.71512504695536,0.0,Foggy,Evening
2020-01-12,512.6841849100258,1247.1113542249536,37.72487389418604,79.09258078704107,0.744305218432404,Rainy,Night
2020-01-12,552.7929181809842,1260.4666293580938,45.33868633526335,33.35530698996762,0.3938396065938599,Sunny,Morning
2020-01-12,429.1406638484712,1373.877973299118,32.464468209654484,31.48289498780144,0.9638182505942698,Stormy,Evening
2020-01-13,456.5798768236707,1159.2707141257977,34.37196064184208,88.20123953774856,4.038817868087058,Stormy,Night
2020-01-13,525.3022369491815,1214.5284719518168,26.006537255855783,65.55547659683275,0.0,Stormy,Morning
2020-01-13,496.8410304530248,1355.2631184048237,34.44354660392592,75.24345255488026,1.1305278771311411,Foggy,Evening
2020-01-13,485.3629420126864,1533.1402347979608,32.13109607695031,69.88778255744042,0.9724221684510316,Sunny,Night
2020-01-13,421.6295500699918,1406.7334280380926,39.47596141555103,68.27018159668737,1.6568681502881508,Rainy,Morning
2020-01-13,511.4107035714484,1121.0787524486996,25.967841145780262,30.482330232875817,0.0304226809113118,Sunny,Evening
2020-01-13,649.1816733578314,1241.0940282146405,31.386011035771222,34.89860197090061,0.2584987915733149,Stormy,Night
2020-01-14,494.47563390201526,1396.0137332013555,21.799088054320805,73.42911801556957,0.317602119548579,Foggy,Morning
2020-01-14,488.9194337934831,1159.5890903724994,30.063942077898364,51.89642412450885,1.2744777011412447,Sunny,Evening
2020-01-14,538.6879574766392,1299.9758230060968,34.54780042452481,58.41487638860415,2.7027768929352867,Sunny,Night
2020-01-15,518.1957746122354,1202.3350504588172,32.743096479558865,88.68412431522461,0.2325057586445824,Rainy,Morning
2020-01-15,536.6950217473147,973.3849032560206,27.34223437064927,73.39062344284089,0.5603099121940466,Foggy,Evening
2020-01-15,439.1629193156792,1293.5755583750288,32.10864387087209,30.868030206663683,0.7891014578339594,Foggy,Night
2020-01-15,517.9920743599882,1285.4278446953442,37.68258265968576,66.68915803831996,2.1848449434055097,Cloudy,Morning
2020-01-15,439.7906738736655,1378.6159913039264,37.066736208823606,92.14709055656532,0.6650529673784984,Rainy,Evening
2020-01-15,469.3259862329487,1208.825927132983,29.81202639604221,52.29413050055772,0.3042104502501727,Stormy,Night
2020-01-16,495.6340211693872,1151.4808043665123,33.48423764760709,77.53122299549203,0.6060818312087255,Rainy,Morning
2020-01-16,523.8068003851295,1027.9473314738136,31.170692188480523,65.55897859806174,0.3574627244124257,Cloudy,Evening
2020-01-16,706.8551959872797,1007.8802471014112,31.902424731296072,74.24501469422988,0.0,Foggy,Night
2020-01-16,425.1713326486261,1172.407147601631,28.410401300688072,53.95616610530481,1.0389567421754466,Rainy,Morning
2020-01-16,613.0333260560188,1096.6064686905506,22.553480408043303,41.974083465973386,0.7868306317233442,Cloudy,Evening
2020-01-16,470.8496811751026,1293.6809244247274,30.805021941952724,81.89813911897268,2.246883202432185,Sunny,Night
2020-01-16,431.16151630529095,1262.448617472257,30.793917682500773,40.58614008065749,1.3393583018990431,Sunny,Morning
2020-01-16,445.6965949278566,1284.0697640165513,30.986914602964983,87.51630396042914,1.151385858145257,Foggy,Evening
2020-01-16,562.1962832612608,1329.457348247241,42.054905135273536,76.30024982994767,2.743393581518779,Cloudy,Night
2020-01-16,610.7519787660476,1237.6148334371694,32.81209216929476,73.4548377356083,3.1104746607911653,Stormy,Morning
2020-01-17,448.3367267026146,1358.772587271349,35.31654205272776,36.91821751430866,0.3439933501804734,Stormy,Evening
2020-01-17,525.6991572089939,1219.6680464914798,26.730146613677583,47.57458263034094,2.846323575107927,Sunny,Night
2020-01-17,426.1066732933711,1231.7252101189,37.449514041412165,49.72302453007045,2.6513116552792564,Foggy,Morning
2020-01-17,540.5415246932597,1277.990595099231,39.76255593276792,74.38457237239673,0.0,Rainy,Evening
2020-01-17,458.018323028353,1204.3900691758913,30.557188579566517,31.215272793576894,1.0922207652987854,Cloudy,Night
2020-01-17,497.7852039675469,1318.35294842227,31.093245228068888,58.7182975634282,0.7781614924695546,Sunny,Morning
2020-01-17,502.75932903176215,1240.2239829345835,37.89586615979678,47.205687239186624,1.2606876822970057,Cloudy,Evening
2020-01-18,438.4158117072456,1371.092730511705,34.31351933416288,68.87930455826861,0.4829711609463413,Stormy,Night
2020-01-18,534.3310313805542,1348.5827688663194,28.867943244103778,44.64563170744661,0.5003198265290041,Stormy,Morning
2020-01-19,477.78891736932985,1406.5050873254588,32.68226908811437,44.3989860721465,0.6372262949247435,Stormy,Evening
2020-01-19,474.7886852192565,1151.686121273314,22.111973429613226,73.2635545217694,1.1805084136296942,Rainy,Night
